0.317716,0.203722,-4.592135,-0.430923,2.708412,2.740548,0.102898,0.000000,0.000000
0.317716,0.203722,-4.592135,-0.430923,2.708412,2.740548,0.102898,0.000000,0.000000
0.533557,0.114975,-4.389124,-0.596450,1.993811,2.080010,-0.067805,0.000000,0.200000
0.608061,0.130211,-4.131669,-0.670954,3.811211,3.554534,-1.529967,-0.200000,0.200000
0.608058,0.130219,-4.131669,-0.670951,3.811203,3.554526,-1.529965,-0.200000,0.200000
0.608071,0.130257,-4.131570,-0.670964,3.811166,3.554351,-1.530285,-0.200000,0.200000
0.608072,0.130253,-4.131562,-0.670966,3.811169,3.554342,-1.530314,-0.200000,0.200000
0.608087,0.130228,-4.131515,-0.670980,3.811195,3.554298,-1.530485,-0.200000,0.200000
0.608174,0.130220,-4.131374,-0.671067,3.811202,3.554138,-1.530915,-0.200000,0.200000
0.608181,0.130215,-4.131345,-0.671074,3.811207,3.554101,-1.531016,-0.200000,0.200000
0.608206,0.130230,-4.131357,-0.671099,3.811193,3.554120,-1.530946,-0.200000,0.200000
0.608201,0.130255,-4.131316,-0.671094,3.811168,3.554034,-1.531082,-0.200000,0.200000
0.608172,0.130272,-4.131274,-0.671065,3.811150,3.553940,-1.531242,-0.200000,0.200000
0.608197,0.130268,-4.131212,-0.671090,3.811154,3.553862,-1.531446,-0.200000,0.200000
0.608222,0.130264,-4.131201,-0.671115,3.811159,3.553862,-1.531467,-0.200000,0.200000
0.608235,0.130268,-4.131165,-0.671129,3.811155,3.553812,-1.531579,-0.200000,0.200000
0.608209,0.130274,-4.131126,-0.671102,3.811148,3.553732,-1.531738,-0.200000,0.200000
0.608211,0.130283,-4.131060,-0.671104,3.811140,3.553625,-1.531965,-0.200000,0.200000
0.608217,0.130305,-4.130951,-0.671110,3.811118,3.553442,-1.532337,-0.200000,0.200000
0.608230,0.130316,-4.130902,-0.671123,3.811107,3.553366,-1.532493,-0.200000,0.200000
0.608275,0.130336,-4.130868,-0.671169,3.811086,3.553321,-1.532566,-0.200000,0.200000
0.608307,0.130346,-4.130820,-0.671201,3.811077,3.553257,-1.532705,-0.200000,0.200000
0.608326,0.130385,-4.130699,-0.671219,3.811038,3.553049,-1.533097,-0.200000,0.200000
0.608411,0.130396,-4.130504,-0.671304,3.811026,3.552787,-1.533712,-0.200000,0.200000
0.608411,0.130400,-4.130484,-0.671304,3.811022,3.552753,-1.533781,-0.200000,0.200000
0.608443,0.130406,-4.130371,-0.671336,3.811016,3.552593,-1.534152,-0.200000,0.200000
0.608448,0.130398,-4.130312,-0.671341,3.811024,3.552512,-1.534362,-0.200000,0.200000
0.608482,0.130396,-4.130235,-0.671375,3.811026,3.552413,-1.534609,-0.200000,0.200000
0.608490,0.130390,-4.130128,-0.671383,3.811033,3.552259,-1.534987,-0.200000,0.200000
0.608490,0.130390,-4.130128,-0.671383,3.811033,3.552259,-1.534987,-0.200000,0.200000
0.608504,0.130411,-4.130029,-0.671397,3.811011,3.552097,-1.535313,-0.200000,0.200000
0.608504,0.130411,-4.130029,-0.671397,3.811011,3.552097,-1.535313,-0.200000,0.200000
0.608504,0.130411,-4.130029,-0.671397,3.811011,3.552097,-1.535313,-0.200000,0.200000
0.608504,0.130411,-4.130029,-0.671397,3.811011,3.552097,-1.535313,-0.200000,0.200000
0.608865,0.130466,-4.129867,-0.671758,3.810957,3.552001,-1.535558,-0.200000,0.200000
0.609584,0.130433,-4.129733,-0.672477,3.810990,3.552218,-1.535453,-0.200000,0.200000
0.609584,0.130433,-4.129733,-0.672477,3.810990,3.552218,-1.535453,-0.200000,0.200000
0.609839,0.130429,-4.130359,-0.672733,3.810993,3.553322,-1.533017,-0.200000,0.200000
0.608929,0.129979,-4.131708,-0.671822,3.811444,3.555264,-1.529230,-0.200000,0.200000
0.608852,0.130012,-4.131801,-0.671745,3.811411,3.555337,-1.528946,-0.200000,0.200000
0.607217,0.130517,-4.133598,-0.670110,3.810905,3.556761,-1.523645,-0.200000,0.200000
0.607217,0.130517,-4.133598,-0.670110,3.810905,3.556761,-1.523645,-0.200000,0.200000
0.604675,0.130884,-4.135539,-0.667568,3.810539,3.558019,-1.518668,-0.200000,0.200000
0.604483,0.130880,-4.135671,-0.667376,3.810542,3.558117,-1.518363,-0.200000,0.200000
0.601355,0.131161,-4.137734,-0.664248,3.810262,3.559306,-1.513492,-0.200000,0.200000
0.596913,0.132202,-4.140037,-0.659806,3.809221,3.559501,-1.508462,-0.200000,0.200000
0.596913,0.132202,-4.140037,-0.659806,3.809221,3.559501,-1.508462,-0.200000,0.200000
0.591547,0.133405,-4.141723,-0.654440,3.808018,3.558128,-1.506326,-0.200000,0.200000
0.590897,0.133543,-4.141934,-0.653790,3.807880,3.557978,-1.506048,-0.200000,0.200000
0.585262,0.134770,-4.143277,-0.648155,3.806652,3.555928,-1.505351,-0.200000,0.200000
0.584878,0.134853,-4.143349,-0.647771,3.806570,3.555759,-1.505376,-0.200000,0.200000
0.577338,0.135617,-4.143776,-0.640231,3.805806,3.551698,-1.509798,-0.200000,0.200000
0.576021,0.135752,-4.143232,-0.638914,3.805671,3.550053,-1.512769,-0.200000,0.200000
0.569314,0.135873,-4.140655,-0.632207,3.805550,3.542411,-1.527487,-0.200000,0.200000
0.566409,0.136114,-4.139972,-0.629302,3.805309,3.539593,-1.532215,-0.200000,0.200000
0.561306,0.136068,-4.137903,-0.624199,3.805355,3.533679,-1.543846,-0.200000,0.200000
0.559212,0.135641,-4.137429,-0.622105,3.805782,3.532168,-1.547508,-0.200000,0.200000
0.550208,0.135782,-4.135504,-0.613101,3.805641,3.524152,-1.561776,-0.200000,0.200000
0.548842,0.135625,-4.135285,-0.611735,3.805798,3.523197,-1.563778,-0.200000,0.200000
0.541447,0.134768,-4.133714,-0.604340,3.806655,3.517408,-1.575971,-0.200000,0.200000
0.541447,0.134768,-4.133714,-0.604340,3.806655,3.517408,-1.575971,-0.200000,0.200000
0.530996,0.133855,-4.130598,-0.593889,3.807567,3.507500,-1.596157,-0.200000,0.200000
0.521347,0.133162,-4.127886,-0.584240,3.808260,3.498412,-1.614093,-0.200000,0.200000
0.519493,0.133059,-4.127500,-0.582386,3.808363,3.496852,-1.617044,-0.200000,0.200000
0.510113,0.131964,-4.125506,-0.573006,3.809459,3.489337,-1.632433,-0.200000,0.200000
0.508730,0.131768,-4.125221,-0.571623,3.809655,3.488270,-1.634685,-0.200000,0.200000
0.499191,0.130158,-4.123292,-0.562084,3.811265,3.481149,-1.650237,-0.200000,0.200000
0.497276,0.129792,-4.122920,-0.560169,3.811630,3.479774,-1.653326,-0.200000,0.200000
0.488100,0.128189,-4.120122,-0.550993,3.813234,3.471341,-1.671567,-0.200000,0.200000
0.487483,0.128055,-4.119927,-0.550376,3.813367,3.470782,-1.672828,-0.200000,0.200000
0.477172,0.126176,-4.118555,-0.540065,3.815247,3.464272,-1.687187,-0.200000,0.200000
0.465853,0.124916,-4.119227,-0.528746,3.816506,3.460122,-1.694949,-0.200000,0.200000
0.465853,0.124916,-4.119227,-0.528746,3.816506,3.460122,-1.694949,-0.200000,0.200000
0.451319,0.121234,-4.120915,-0.514213,3.820188,3.457930,-1.703224,-0.200000,0.200000
0.440753,0.120173,-4.122565,-0.503646,3.821250,3.455741,-1.706886,-0.200000,0.200000
0.440110,0.120116,-4.122700,-0.503003,3.821306,3.455661,-1.706985,-0.200000,0.200000
0.428451,0.119031,-4.125255,-0.491344,3.822391,3.454456,-1.708459,-0.200000,0.200000
0.428451,0.119031,-4.125255,-0.491344,3.822391,3.454456,-1.708459,-0.200000,0.200000
0.418310,0.117962,-4.127927,-0.481204,3.823461,3.454305,-1.708270,-0.200000,0.200000
0.416949,0.117784,-4.128273,-0.479842,3.823639,3.454294,-1.708309,-0.200000,0.200000
0.405587,0.116680,-4.131466,-0.468480,3.824743,3.454417,-1.707375,-0.200000,0.200000
0.404946,0.116639,-4.131630,-0.467839,3.824783,3.454381,-1.707365,-0.200000,0.200000
0.394407,0.115554,-4.135031,-0.457300,3.825869,3.455325,-1.705029,-0.200000,0.200000
0.394407,0.115554,-4.135031,-0.457300,3.825869,3.455325,-1.705029,-0.200000,0.200000
0.384088,0.114185,-4.138440,-0.446981,3.827238,3.456664,-1.702650,-0.200000,0.200000
0.384088,0.114185,-4.138440,-0.446981,3.827238,3.456664,-1.702650,-0.200000,0.200000
0.382946,0.114036,-4.138785,-0.445839,3.827387,3.456756,-1.702499,-0.200000,0.200000
0.382946,0.114036,-4.138785,-0.445839,3.827387,3.456756,-1.702499,-0.200000,0.200000
0.362784,0.111049,-4.138859,-0.425677,3.830373,3.448452,-1.720796,-0.200000,0.200000
0.343387,0.107568,-4.134207,-0.406280,3.833854,3.432724,-1.754967,-0.200000,0.200000
0.343387,0.107568,-4.134207,-0.406280,3.833854,3.432724,-1.754967,-0.200000,0.200000
0.329184,0.103268,-4.130541,-0.392077,3.838155,3.422054,-1.781770,-0.200000,0.200000
0.329184,0.103268,-4.130541,-0.392077,3.838155,3.422054,-1.781770,-0.200000,0.200000
0.318621,0.101003,-4.127573,-0.381514,3.840420,3.412808,-1.801977,-0.200000,0.200000
0.316084,0.100559,-4.126749,-0.378978,3.840864,3.410289,-1.807148,-0.200000,0.200000
0.307000,0.098758,-4.124378,-0.369893,3.842665,3.402454,-1.823787,-0.200000,0.200000
0.307000,0.098758,-4.124378,-0.369893,3.842665,3.402454,-1.823787,-0.200000,0.200000
0.294588,0.096632,-4.121420,-0.357481,3.844790,3.391894,-1.845335,-0.200000,0.200000
0.291682,0.096055,-4.120752,-0.354575,3.845367,3.389520,-1.850331,-0.200000,0.200000
0.280975,0.093268,-4.118690,-0.343868,3.848155,3.382017,-1.867753,-0.200000,0.200000
0.279513,0.092848,-4.118469,-0.342407,3.848575,3.381135,-1.869946,-0.200000,0.200000
0.269944,0.090296,-4.115946,-0.332837,3.851127,3.373141,-1.887823,-0.200000,0.200000
0.267929,0.089752,-4.115498,-0.330822,3.851670,3.371613,-1.891305,-0.200000,0.200000
0.257841,0.087123,-4.115381,-0.320734,3.854299,3.367894,-1.901521,-0.200000,0.200000
0.255399,0.085557,-4.115662,-0.318293,3.855865,3.368352,-1.903474,-0.200000,0.200000
0.246603,0.085511,-4.116468,-0.309496,3.855911,3.364986,-1.908063,-0.200000,0.200000
0.242994,0.084796,-4.116809,-0.305887,3.856626,3.364205,-1.910303,-0.200000,0.200000
0.232041,0.081580,-4.118094,-0.294934,3.859843,3.363188,-1.916857,-0.200000,0.200000
0.230156,0.081338,-4.118390,-0.293049,3.860085,3.362901,-1.917557,-0.200000,0.200000
0.221455,0.079275,-4.119639,-0.284348,3.862148,3.362143,-1.921727,-0.200000,0.200000
0.218974,0.078702,-4.120097,-0.281867,3.862721,3.362115,-1.922561,-0.200000,0.200000
0.211291,0.076872,-4.121650,-0.274184,3.864551,3.362337,-1.924739,-0.200000,0.200000
0.208041,0.076265,-4.122391,-0.270934,3.865158,3.362458,-1.925286,-0.200000,0.200000
0.200525,0.074656,-4.124404,-0.263418,3.866767,3.363496,-1.925661,-0.200000,0.200000
0.196758,0.073687,-4.125468,-0.259651,3.867735,3.364263,-1.925754,-0.200000,0.200000
0.192567,0.072689,-4.126725,-0.255460,3.868734,3.365198,-1.925565,-0.200000,0.200000
0.192567,0.072689,-4.126725,-0.255460,3.868734,3.365198,-1.925565,-0.200000,0.200000
0.177752,0.068880,-4.131664,-0.240645,3.872542,3.369724,-1.923397,-0.200000,0.200000
0.176781,0.068568,-4.132004,-0.239674,3.872854,3.370105,-1.923236,-0.200000,0.200000
0.169735,0.066266,-4.134406,-0.232629,3.875157,3.372794,-1.922294,-0.200000,0.200000
0.169268,0.066124,-4.134494,-0.232161,3.875299,3.372827,-1.922468,-0.200000,0.200000
0.161346,0.064154,-4.135559,-0.224239,3.877269,3.372204,-1.926588,-0.200000,0.200000
0.160904,0.064056,-4.135447,-0.223797,3.877366,3.371828,-1.927389,-0.200000,0.200000
0.151772,0.060104,-4.133221,-0.214665,3.881319,3.365839,-1.944697,-0.200000,0.200000
0.150773,0.059759,-4.132924,-0.213666,3.881663,3.365002,-1.946721,-0.200000,0.200000
0.143303,0.057142,-4.129772,-0.206196,3.884280,3.356924,-1.964996,-0.200000,0.200000
0.143303,0.057142,-4.129772,-0.206196,3.884280,3.356924,-1.964996,-0.200000,0.200000
0.132869,0.053181,-4.125891,-0.195762,3.888241,3.346799,-1.988890,-0.200000,0.200000
0.132869,0.053181,-4.125891,-0.195762,3.888241,3.346799,-1.988890,-0.200000,0.200000
0.123374,0.049198,-4.122303,-0.186267,3.892225,3.337668,-2.010991,-0.200000,0.200000
0.122187,0.048733,-4.121837,-0.185080,3.892690,3.336454,-2.013793,-0.200000,0.200000
0.112067,0.045579,-4.118367,-0.174960,3.895843,3.326396,-2.035508,-0.200000,0.200000
0.102869,0.043049,-4.115931,-0.165762,3.898374,3.318355,-2.052636,-0.200000,0.200000
0.102248,0.042901,-4.115785,-0.165141,3.898521,3.317829,-2.053717,-0.200000,0.200000
0.092711,0.040505,-4.113538,-0.155604,3.900918,3.309808,-2.070396,-0.200000,0.200000
